index	title	original_title	creator	creator_lifespan	creator_nationality	date_created	location_created	medium	object_type	aspect_ratio	aspect_ratio_standard	orientation	master_width_px	master_height_px	megapixels	focal_anchors_count	physical_dimensions_raw	parsed_height_cm	parsed_width_cm	parsed_depth_cm	resolution_density_dpi	partner_name	partner_city_country	partner_website	partner_lat	partner_long	inventory_number	external_catalog_url	rights	art_movements	tags_and_topics	dominant_color	wikidata_qid	wikipedia_url	commons_image_url	asset_id	link
551	Cube-Secrecy 04-205		Kim, Jai Kwan	1947	Korean	2004		Acrylic on canvas	Painting	1.5013	3:2 (Classic 35mm)	Landscape					w737 x h530 cm	530.0	737.0			Korean Art Museum Association	Seoul, South Korea	http://www.artmuseums.or.kr/	37.576484	126.984555				Geometric abstraction	Acrylic paint	#464d49				bAENkzk05TkTDA	https://artsandculture.google.com/asset/cube-secrecy-04-205-kim-jai-kwan/bAENkzk05TkTDA
550	"Sin título ""A"""		Fernando García Ponce	1933, Mérida, Yucatán - 1987, Ciudad de México, D.F.	Mexicano	1976 - 1976			Litografía	0.7705	3:4 (Portrait)	Portrait	3327	4318	14.37	1	w50 x h65 cm (Complete)	65.0	50.0		169.0	Museo de Arte Contemporáneo Ateneo de Yucatán, MACAY, Fernando García Ponce	Mérida, Mexico	http://macay.org	20.96682	-89.622568		Museo Fernando García Ponce - MACAY	Colección privada	Contemporary art, Geometric abstraction	Ink	#e2e0df				QQEGGGIwmT8a6A	https://artsandculture.google.com/asset/sin-t%C3%ADtulo-a/QQEGGGIwmT8a6A
549	Painting		Ralph BALSON	1890 - 1964		1941			Painting,oil on cardboard on composition board	1.6591	1.66:1	Landscape					w787 x h472 cm	472.0	787.0			National Gallery of Australia	Canberra, Australia	http://nga.gov.au/	-35.300631	149.136837	NGA 2010.321	National Gallery of Australia	Purchased 2010	Geometric abstraction, Modern art	Australia, Cardboard, Oil paint, Sydney	#716f5e	http://www.wikidata.org/entity/Q50628874			YgG2r2y-wUdyLA	https://artsandculture.google.com/asset/painting-ralph-balson/YgG2r2y-wUdyLA
548	Plate (folio 20) from 10 Origin		Sophie Taeuber-Arp			1942		Linoleum cut		0.7957	0.80:1	Portrait					"10 3/8 x 7 11/16"" (26.4 x 19.5 cm)"	26.4	19.5			MoMA The Museum of Modern Art	New York, United States	http://www.MoMA.org/?ref=googleartproject	40.761433	-73.977622			© 2016 Artists Rights Society (ARS), New York / VG Bild-Kunst, Bonn	Geometric abstraction	Drawing	#e6dec8				_AF6fZeBN828yQ	https://artsandculture.google.com/asset/plate-folio-20-from-10-origin-sophie-taeuber-arp/_AF6fZeBN828yQ
547	Multiplex D		Josef Albers			1948		Woodcut		1.3267	4:3 (Standard)	Landscape					229 x 305 mm (9 x 12 in.)	22.9	30.5			de Young museum	San Francisco, CA, United States	http://deyoung.famsf.org/	37.771469	-122.468675			Museum purchase, Achenbach Foundation for Graphic Arts Endowment Fund, 1993.38. © Josef Albers/Artists Rights Society (ARS), New York	Geometric abstraction, Modern art	San Francisco, United States, Wood	#342f36				gQF0b3pfXFSo0w	https://artsandculture.google.com/asset/multiplex-d-josef-albers/gQF0b3pfXFSo0w
546	Estudo para bandeiras		Alfredo Volpi	1896 - 1988	Italian	c. 1957		Collage of tissue and ink on paper	Drawings, Pastels & Watercolors	1.4493	1.45:1	Landscape					w 23.7 x h 15.9 cm	15.9	23.7			The Adolpho Leirner Collection of Brazilian Constructive Art at The Museum of Fine Arts, Houston	Houston, United States	https://emuseum.mfah.org/advancedsearch/Objects/department%3ALatin%20American%20Art?filter=collections%3AAdolpho%20Leirner%20Collection%20of%20Brazilian%20Constructive%20Art#filters	0.0	0.0		Related document(s) in the ICAA's Digital Archive		Geometric abstraction, Modern art	Drawing, Ink, Watercolor painting	#deccb9				zQFjG8fazeIcyQ	https://artsandculture.google.com/asset/estudo-para-bandeiras/zQFjG8fazeIcyQ
545	Untitled (Colour circle, six-part. Exercise from Wassily Kandinsky's theory of colours class)		Reinhold Rossig			1929		tempera on paper; mounted on card; collage		1.0733	1.07:1	Landscape					28.6 x 30.9 cm	28.6	30.9			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 68/16 G) / © (Rossig, Reinhold) Ross, Rowland / Image by Google		Tempera	#ae9f82				5gH8yLNafHLOeQ	https://artsandculture.google.com/asset/untitled-colour-circle-six-part-exercise-from-wassily-kandinsky-s-theory-of-colours-class-reinhold-rossig/5gH8yLNafHLOeQ
544	Three Lithographs		Keith Haring			1985				1.25	1.25:1	Landscape										Nakamura Keith Haring Collection	Hokuto, Yamanashi, Japan	http://www.nakamura-haring.com/	35.8875	138.318611			All Keith Haring Artwork ©Keith Haring Foundation Courtesy of Nakamura Keith Haring Collection.	Contemporary art, Pop art	Hokuto, Ink, Japan	#f6f4f0				bgEGV8GC8slQ-Q	https://artsandculture.google.com/asset/three-lithographs-keith-haring/bgEGV8GC8slQ-Q
543	Untitled (Room view, representation in perspective)		Friedrich Engemann					graphite pencil and colored pencil on card		0.7702	3:4 (Portrait)	Portrait					77.5 x 59.5 cm	77.5	59.5			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 15084 G) / © (Engemann, Friedrich) Wendt-Engemann, Christine / Image by Google		Cardboard, Colored pencil, Gold, Gold leaf, Graphite, Metal, Pencil	#c8bfb3				VwHLxG5ixG2waQ	https://artsandculture.google.com/asset/untitled-room-view-representation-in-perspective-friedrich-engemann/VwHLxG5ixG2waQ
542	The Phoenix		Troost, Cornelis			1720 - 1750				1.0117	1:1 (Square)	Square	2500	2471	6.18	1	doek					Rijksmuseum	Amsterdam, Netherlands	http://www.rijksmuseum.nl/	52.359998	4.885219	SK-A-4287		http://creativecommons.org/publicdomain/mark/1.0/		Birds, Netherlands, Oil paint	#454141	http://www.wikidata.org/entity/Q17339463		http://commons.wikimedia.org/wiki/Special:FilePath/De%20vogel%20Phoenix%20Rijksmuseum%20SK-A-4287.jpeg	UAHIt1OloAx38w	https://artsandculture.google.com/asset/the-phoenix-troost-cornelis/UAHIt1OloAx38w
541	Nude with two chairs		John Brack	1920 - 1999		1957		oil on canvas	Painting	0.747	3:4 (Portrait)	Portrait	3715	4973	18.47	2	81.3 x 61.0 cm stretcher; 95.8 x 75.7 x 5.8 cm frame	81.3	61.0		154.7	Art Gallery of New South Wales	Sydney, Australia	http://www.artgallery.nsw.gov.au/	-33.868804	151.217414			Purchased 1957 © AGNSW		Chair, Furniture, Oil paint	#6c5a29				PwGXpenClCLsYw	https://artsandculture.google.com/asset/nude-with-two-chairs-john-brack/PwGXpenClCLsYw
540	Colour contrasts red/blue. Exercise from Wassily Kandinsky's abstract theory of form classes, lectures on colour		Friedrich Engemann						paper mounted on card	0.9953	1:1 (Square)	Square					each 20.8 x 20.8 cm	20.8	20.8			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 8054/1-2 G) / © (Friedrich Engemann) Wendt-Engemann, Christine / Image by Google		Cardboard, Dessau-Roßlau, Germany					igHeZePPsIS84w	https://artsandculture.google.com/asset/colour-contrasts-red-blue-exercise-from-wassily-kandinsky-s-abstract-theory-of-form-classes-lectures-on-colour-friedrich-engemann/igHeZePPsIS84w
539	Untitled (Colour scale. Exercise from Wassily Kandinsky's class)		Reinhold Rossig			1929		paper; mounted on paper; collage		0.699	2:3 (Portrait)	Portrait					29.7 x 20.8 cm	29.7	20.8			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 68/8 G) / © (Rossig, Reinhold) Ross, Rowland / Image by Google		Acrylic paint	#a6916d				JwESDNQTb5a4Ng	https://artsandculture.google.com/asset/untitled-colour-scale-exercise-from-wassily-kandinsky-s-class-reinhold-rossig/JwESDNQTb5a4Ng
538	Untitled (Abstract form elements and theory of colours, class records from Wassily Kandinsky's abstract form element classes)		August Agatz			1927		watercolor on card; mounted on card		0.6659	2:3 (Portrait)	Portrait					24.0 x 14.0 cm	24.0	14.0			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 303 b G) / Image by Google		Cardboard, Watercolor painting	#b29b68				BQFEBg7gjJaGZQ	https://artsandculture.google.com/asset/untitled-abstract-form-elements-and-theory-of-colours-class-records-from-wassily-kandinsky-s-abstract-form-element-classes-august-agatz/BQFEBg7gjJaGZQ
537	Untitled (Colour scale. Exercise from Wassily Kandinsky's theory of colours class)		Reinhold Rossig			1929		paper; mounted on paper; collage		0.6983	2:3 (Portrait)	Portrait					29.7 x 20.8 cm	29.7	20.8			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 68/12 G) / © (Rossig, Reinhold) Ross, Rowland / Image by Google		Cardboard	#a6906a				egEvvwmW0lrpqg	https://artsandculture.google.com/asset/untitled-colour-scale-exercise-from-wassily-kandinsky-s-theory-of-colours-class-reinhold-rossig/egEvvwmW0lrpqg
536	"The ""Terrasse Renaissance"""		Château du Clos Lucé	1954/2016	French	1954 - 2016			Garden	1.5056	3:2 (Classic 35mm)	Landscape										Castle of Clos Lucé	Amboise, France	http://vinci-closluce.com/en	47.410254	0.992158			Collection Château du Clos Lucé		Gardening	#18140c				zgEBcl3nMJD8Dg	https://artsandculture.google.com/asset/the-terrasse-renaissance-ch%C3%A2teau-du-clos-luc%C3%A9/zgEBcl3nMJD8Dg
535	The Perfect Watering Can from John Warner		John Warner & Sons			1879	Walton-on-the-Naze, Essex			0.8591	0.86:1	Portrait										Garden Museum	London, United Kingdom	https://gardenmuseum.org.uk/	51.4949	-0.1202					Agriculture	#faf5d4				UAGVHF0auth3dQ	https://artsandculture.google.com/asset/the-perfect-watering-can-from-john-warner-john-warner-sons/UAGVHF0auth3dQ
534	Pocket District Railway map Jubilee edition		District Railway and W J Adams And Sons			1887			Map	0.7439	3:4 (Portrait)	Portrait	822	1105	0.91	6	189mm					London Transport Museum	United Kingdom	https://www.ltmuseum.co.uk/	51.511903	-0.121585		Record in London Transport Museum Collections Online			District line, Rail transport, Railway, Train, Transport	#dfbf86				wQFfSMeB3X3lOA	https://artsandculture.google.com/asset/pocket-district-railway-map-jubilee-edition-district-railway-and-w-j-adams-and-sons/wQFfSMeB3X3lOA
533	Interior of a Library		Unknown			1830s–1840s		Brush and watercolor and graphite on paper	Watercolor	1.4343	1.43:1	Landscape					Frame H x W x D: 39.7 x 50.2 x 2.5 cm (15 5/8 x 19 3/4 x 1 in.)Sheet: 21.3 x 31.6 cm (8 3/8 x 12 7/16 in.)	39.7	50.2	2.5		Cooper Hewitt, Smithsonian Design Museum	New York, United States	http://www.cooperhewitt.org/	40.784396	-73.957873	2007-27-28		Thaw Collection		Graphite, Watercolor painting	#ebe2cc	http://www.wikidata.org/entity/Q28803797		http://commons.wikimedia.org/wiki/Special:FilePath/Interior%20of%20a%20Library%20-%20Google%20Art%20Project.jpg	ewGcmMU3L5Vvow	https://artsandculture.google.com/asset/interior-of-a-library-unknown/ewGcmMU3L5Vvow
532	Untitled (Colour rows from white to the colour black from Wassily Kandinsky's class)		Reinhold Rossig			1929		watercolor and graphite pencil		1.431	1.43:1	Landscape					29.8 x 20.8 cm	29.8	20.8			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 68/11 G) / © (Rossig, Reinhold) Ross, Rowland / Image by Google		Graphite, Pencil, Watercolor painting	#afa388				eQEbNhZNdk-4gA	https://artsandculture.google.com/asset/untitled-colour-rows-from-white-to-the-colour-black-from-wassily-kandinsky-s-class-reinhold-rossig/eQEbNhZNdk-4gA
531	Untitled (Colour and form study, exercise from Wassily Kandinsky's theory of forms and colours classes)		Corona Krause			1924		watercolor and graphite pencil on paper		0.7442	3:4 (Portrait)	Portrait					24.2 x 18.0 cm	24.2	18.0			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 43759) / Image by Google		Germany, Graphite, Pencil, Watercolor painting, Weimar	#c6bda1				vwGcjX2rjOgCLg	https://artsandculture.google.com/asset/untitled-colour-and-form-study-exercise-from-wassily-kandinsky-s-theory-of-forms-and-colours-classes-corona-krause/vwGcjX2rjOgCLg
530	Circular colour study from white via grey to black; exercise from Wassily Kandinsky's theory of colours class		Corona Krause			1924		watercolor over graphite pencil on paper		0.7925	0.79:1	Portrait					30.6 x 24.4 cm	30.6	24.4			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 43753) / Image by Google		Germany, Graphite, Pencil, Watercolor painting, Weimar	#cac5ab				GQH6W7HpXKR0fA	https://artsandculture.google.com/asset/circular-colour-study-from-white-via-grey-to-black-exercise-from-wassily-kandinsky-s-theory-of-colours-class-corona-krause/GQH6W7HpXKR0fA
529	Bauhaus Dessau preliminary course 1926/27. Paul Klee. Design in a square with coherent horizontal - vertical - with irregular vertical structuring		Konrad Püschel			1927		ink		1.4149	1.41:1	Landscape					29.7 x 42.0 cm	29.7	42.0			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 6877 G) / © (Püschel, Konrad) Erbengemeinschaft nach Konrad Püschel / Image by Google		India ink, Ink	#e7e0c9				xgFx02gQPZDLhw	https://artsandculture.google.com/asset/bauhaus-dessau-preliminary-course-1926-27-paul-klee-design-in-a-square-with-coherent-horizontal-vertical-with-irregular-vertical-structuring-konrad-p%C3%BCschel/xgFx02gQPZDLhw
528	Sitting Room, 7 Owen's Row, Islington		Richard Parminter Cuff			1855		Brush and watercolor and gray wash over graphite	Drawing	1.2225	1.22:1	Landscape	3000	2454	7.36	1	Frame H x W x D: 44.8 x 60.3 x 2.5 cm (17 5/8 x 23 3/4 x 1 in.)Sheet: 28 x 34.5 cm (11 x 13 9/16 in.)	44.8	60.3	2.5	126.4	Cooper Hewitt, Smithsonian Design Museum	New York, United States	http://www.cooperhewitt.org/	40.784396	-73.957873			Thaw Collection		Design, Drawing, England, Furniture, Graphite, Interior design, London, United Kingdom, Watercolor painting	#cfc6b1				9gFqkAZw6UlaEQ	https://artsandculture.google.com/asset/sitting-room-7-owen-s-row-islington-richard-parminter-cuff/9gFqkAZw6UlaEQ
527	An Interior with a Curtained Bed Alcove		Unknown			ca. 1853		Brush and watercolor and gouache with touches of gum arabic over graphite on Whatman paper with dated watermark, possibly 1853	Drawing	0.7573	3:4 (Portrait)	Portrait	2272	3000	6.82	1	Frame H x W x D: 50.2 x 39.7 x 2.5 cm (19 3/4 x 15 5/8 x 1 in.)Sheet: 28.8 x 21.5 cm (11 5/16 x 8 7/16 in.)	50.2	39.7	2.5	145.4	Cooper Hewitt, Smithsonian Design Museum	New York, United States	http://www.cooperhewitt.org/	40.784396	-73.957873			Thaw Collection		Bed, Drawing, Furniture, Gouache, Graphite, Gum arabic, Interior design, Watercolor painting	#cac2ab				8wHhpD23eEtwdg	https://artsandculture.google.com/asset/an-interior-with-a-curtained-bed-alcove-unknown/8wHhpD23eEtwdg
526	Section of a Salon		Louis-Gustave Taraval	1738/1794		ca. 1785		Pen and black ink, brush and rose and blue watercolor on paper	Drawing	1.328	4:3 (Standard)	Landscape					43 x 67.5 cm (16 15/16 x 26 9/16 in.)	43.0	67.5			Cooper Hewitt, Smithsonian Design Museum	New York, United States	http://www.cooperhewitt.org/	40.784396	-73.957873			Purchased for the Museum by the Advisory Council		Drawing, Furniture, Ink, Pen, Watercolor painting	#a59e88				2AFxVBIQzIrD2Q	https://artsandculture.google.com/asset/section-of-a-salon-louis-gustave-taraval/2AFxVBIQzIrD2Q
525	Untitled (First-phase analytical drawing, exercise from Wassily Kandinsky's analytical drawing classes)		Friedrich Engemann			1927/1928		ink on card		1.4012	1.40:1	Landscape					21.0 x 29.6 cm	21.0	29.6			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 8043 G) / © (Engemann, Friedrich) Wendt-Engemann, Christine / Image by Google		Cardboard, India ink, Ink	#3d3a39				jwGXee1nv_w3GQ	https://artsandculture.google.com/asset/untitled-first-phase-analytical-drawing-exercise-from-wassily-kandinsky-s-analytical-drawing-classes-friedrich-engemann/jwGXee1nv_w3GQ
524	CIRCLE_A		Yoo Youngkuk			1968		Oil on Canvas		1.0059	1:1 (Square)	Square					136 x 136 cm	136.0	136.0			National Museum of Modern and Contemporary Art, Korea	Seoul, South Korea	http://www.mmca.go.kr	37.431037	127.019961			ⓒYoo Youngkuk Art Foundation		Oil paint	#fc8832				XAH63q4ZGs6grQ	https://artsandculture.google.com/asset/circle-a-yoo-youngkuk/XAH63q4ZGs6grQ
523	Untitled (Colour scale green - red, exercise from Wassily Kandinsky's theory of colours class)		Corona Krause (?)			1924		watercolor and graphite pencil on paper		0.7411	3:4 (Portrait)	Portrait					24.2 x 18.2 cm	24.2	18.2			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 43762) / Image by Google		Germany, Graphite, Pencil, Watercolor painting, Weimar	#c5bb9e				EwG2toZ73wlKLw	https://artsandculture.google.com/asset/untitled-colour-scale-green-red-exercise-from-wassily-kandinsky-s-theory-of-colours-class-corona-krause/EwG2toZ73wlKLw
522	The Artist's Sitting Room in Ritterstrasse		Adolph Menzel			1851		Oil on cardboard	Paintings	0.8711	0.87:1	Portrait					12 5/8 x 10 5/8 in. (32.1 x 27 cm)	32.1	27.0			The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244		https://www.metmuseum.org/art/collection/search/440726	Purchase, Nineteenth-Century, Modern and Contemporary Funds, Leonora Brenauer Bequest, in memory of her father, Joseph B. Brenauer, Catharine Lorillard Wolfe Collection, Wolfe Fund, and Paul L. and Marlene A. Herring and John D. Herring Gift, 2009		Cardboard, Interior design, Oil paint	#4b2a1e				FQGUR5CoJ-OlLg	https://artsandculture.google.com/asset/the-artist-s-sitting-room-in-ritterstrasse-adolph-menzel/FQGUR5CoJ-OlLg
521	Correspondence between colours and lines, exercise from Wassily Kandinsky's abstract theory of form classes		Friedrich Engemann			1927/1928		colored paper; mounted on card		1.6286	16:10	Landscape					20.8 x 33.7 cm	20.8	33.7			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 8003 G) / © (Engemann, Friedrich) Wendt-Engemann, Christine / Image by Google		Cardboard, Dessau-Roßlau, Germany, Gold, Gold leaf, Metal	#343232				4gG8zOC3hP3uUw	https://artsandculture.google.com/asset/correspondence-between-colours-and-lines-exercise-from-wassily-kandinsky-s-abstract-theory-of-form-classes-friedrich-engemann/4gG8zOC3hP3uUw
520	Interior with an Easel, Bredgade 25		Vilhelm Hammershøi			1912		Oil on canvas		0.8947	0.89:1	Portrait					78.7 × 70.5 cm (31 × 27 3/4 in.)	78.7	70.5			The J. Paul Getty Museum	Los Angeles, United States	http://www.getty.edu/museum	34.077344	-118.473265		Object Record			Design, Interior design, Oil paint	#75736b				8QGtyiVqMWY8SQ	https://artsandculture.google.com/asset/interior-with-an-easel-bredgade-25-vilhelm-hammersh%C3%B8i/8QGtyiVqMWY8SQ
519	Untitled (Abstract form elements and theory of colours, class records from Wassily Kandinsky's abstract form element classes)		August Agatz			1927		watercolor on card; mounted on card		0.6807	2:3 (Portrait)	Portrait					24.0 x 14.5 cm	24.0	14.5			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 303 a G) / Image by Google		Cardboard, Gold, Gold leaf, Metal, Watercolor painting	#b19a67				dgHWfyzDv-kLNA	https://artsandculture.google.com/asset/untitled-abstract-form-elements-and-theory-of-colours-class-records-from-wassily-kandinsky-s-abstract-form-element-classes-august-agatz/dgHWfyzDv-kLNA
