index	title	original_title	creator	creator_lifespan	creator_nationality	date_created	location_created	medium	object_type	aspect_ratio	aspect_ratio_standard	orientation	master_width_px	master_height_px	megapixels	focal_anchors_count	physical_dimensions_raw	parsed_height_cm	parsed_width_cm	parsed_depth_cm	resolution_density_dpi	partner_name	partner_city_country	partner_website	partner_lat	partner_long	inventory_number	external_catalog_url	rights	art_movements	tags_and_topics	dominant_color	wikidata_qid	wikipedia_url	commons_image_url	asset_id	link
108	Boat Races. Head of the River		Anne Hickmott, The Baynard Press, and London Transport			1959				1.2429	1.24:1	Landscape										London Transport Museum	United Kingdom	https://www.ltmuseum.co.uk/	51.511903	-0.121585		Record in London Transport Museum Collections Online			Boat, River	#f3f4f1				VAGj1R9PsBSExg	https://artsandculture.google.com/asset/boat-races-head-of-the-river-anne-hickmott-the-baynard-press-and-london-transport/VAGj1R9PsBSExg
107	Speed Underground		Alan Rogers			1930			Poster	0.6184	0.62:1	Portrait	7000	11320	79.24	2	1016mm					London Transport Museum	United Kingdom	https://www.ltmuseum.co.uk/	51.511903	-0.121585		Record in London Transport Museum Collections Online			Acrylic paint, Neon	#feeccb				ZwF1WCDmd2jReA	https://artsandculture.google.com/asset/speed-underground-alan-rogers/ZwF1WCDmd2jReA
106	For the Zoo book to Regent's Park		Charles Paine			1921			Poster	0.6091	0.61:1	Portrait	7034	11549	81.24	1	1016mm					London Transport Museum	United Kingdom	https://www.ltmuseum.co.uk/	51.511903	-0.121585		Record in London Transport Museum Collections Online			Acrylic paint	#f3dcbd				5QHSz5A1mX5x3Q	https://artsandculture.google.com/asset/for-the-zoo-book-to-regent-s-park-charles-paine/5QHSz5A1mX5x3Q
105	Come, on wings of joy		Andre Edouard Marty, Vincent Brooks, Day & Son Ltd, and Underground Electric Railway Company Ltd			1931				0.6171	0.62:1	Portrait										London Transport Museum	United Kingdom	https://www.ltmuseum.co.uk/	51.511903	-0.121585		Record in London Transport Museum Collections Online			Watercolor painting	#ece4c0				xQGhGIL3uIyEbg	https://artsandculture.google.com/asset/come-on-wings-of-joy-andre-edouard-marty-vincent-brooks-day-son-ltd-and-underground-electric-railway-company-ltd/xQGhGIL3uIyEbg
104	Seeing the riches of London		Frederick Charles Herrick, The Baynard Press, and Underground Electric Railway Company Ltd			1927				0.6252	0.63:1	Portrait	1496	2393	3.58	2						London Transport Museum	United Kingdom	https://www.ltmuseum.co.uk/	51.511903	-0.121585		Record in London Transport Museum Collections Online			England, London, Neon, Optics, United Kingdom	#f3e6d4				aAFSZiDtUxzxqA	https://artsandculture.google.com/asset/seeing-the-riches-of-london-frederick-charles-herrick-the-baynard-press-and-underground-electric-railway-company-ltd/aAFSZiDtUxzxqA
103	Power - the nerve centre of London's Underground		Edward McKnight Kauffer			1931			Poster	0.6183	0.62:1	Portrait					1016mm					London Transport Museum	United Kingdom	https://www.ltmuseum.co.uk/	51.511903	-0.121585		Record in London Transport Museum Collections Online			Dye, Electricity	#f6e9ca				yQHhBvt03BTMjA	https://artsandculture.google.com/asset/power-the-nerve-centre-of-london-s-underground-edward-mcknight-kauffer/yQHhBvt03BTMjA
102	The Fall of the Titans		Cornelis Cornelisz. van Haarlem	1562 Haarlem - 1638 Haarlem	Dutch	1588-1590		Oil on canvas	Painting	1.2883	1.29:1	Landscape	7328	5688	41.68	6	w307 x h239 cm (Without frame)	239.0	307.0		60.6	SMK - Statens Museum for Kunst	Copenhagen, Denmark	https://www.smk.dk/	55.688813	12.57833	KMS1	https://www.smk.dk/en/highlight/the-fall-of-the-titans-1588-1590/	Statens Museum for Kunst	Mannerism	Geology, Greek mythology, Myth, Mythology, Oil paint	#3e2d19	http://www.wikidata.org/entity/Q5966108	https://en.wikipedia.org/wiki/The_Fall_of_the_Titans	http://commons.wikimedia.org/wiki/Special:FilePath/Cornelis%20Cornelisz.%20van%20Haarlem%20-%20The%20Fall%20of%20the%20Titans%20-%20Google%20Art%20Project.jpg	2AEcYz8BknPYRg	https://artsandculture.google.com/asset/the-fall-of-the-titans-cornelis-cornelisz-van-haarlem/2AEcYz8BknPYRg
101	Chamber of the Giants - Side Wall		Giulio Romano							1.2462	1.25:1	Landscape										Palazzo Te	Mantova, Italy	http://www.palazzote.it/	45.14752	10.786593					Architecture, Oil paint, Plaster	#6f4c39				EgH_kI67TwtdVw	https://artsandculture.google.com/asset/chamber-of-the-giants-side-wall-giulio-romano/EgH_kI67TwtdVw
100	Arcángel		Fernando Botero	1932	Colombian	1995			Painting	0.8619	0.86:1	Portrait	3544	4112	14.57	2	w469.9 x h393.7 mm	39.37	46.99		191.6	Museo Botero, Bogotá	Bogota, Colombia	http://www.banrepcultural.org/museos-y-colecciones/museo-botero	4.596698	-74.07335		Museo Botero	Banco de la República, 2000	Contemporary art	Oil paint, Seafood	#040304				NgHYVFO9OGwDSA	https://artsandculture.google.com/asset/arc%C3%A1ngel/NgHYVFO9OGwDSA
99	Portrait of Antinous as Dionysius	Портрет Антония - Дионисa	Unknown			Ancient Rome. Second quarter on the 2nd century		Marble	Statue	0.6947	2:3 (Portrait)	Portrait	2779	4000	11.12	1	h395 mm					The State Hermitage Museum	St. Petersburg, Russia	http://www.hermitagemuseum.org/wps/portal/hermitage?lng=en	59.939832	30.31456					Ancient history, Marble, Myth, Rock, Sculpture	#ab9b9a				awEDlUp0q-1-OQ	https://artsandculture.google.com/asset/portrait-of-antinous-as-dionysius-unknown/awEDlUp0q-1-OQ
98	Trompe l'oeil. Board Partition with Letter Rack and Music Book		Cornelius Norbertus Gijsbrechts	Active from 1657 Antwerpen - After 1683	Flemish	1668		Oil on canvas	Painting	0.8719	0.87:1	Portrait					w107 x h123.5 cm (Without frame)	123.5	107.0			SMK - Statens Museum for Kunst	Copenhagen, Denmark	https://www.smk.dk/	55.688813	12.57833	KMS3059		Statens Museum for Kunst		Oil paint	#1c1916	http://www.wikidata.org/entity/Q20435243		http://commons.wikimedia.org/wiki/Special:FilePath/Cornelius%20Norbertus%20Gijsbrechts%20-%20Trompe%20l%27oeil.%20Board%20Partition%20with%20Letter%20Rack%20and%20Music%20Book%20-%20Google%20Art%20Project.jpg	bgFy0xrdWs8s6w	https://artsandculture.google.com/asset/trompe-l-oeil-board-partition-with-letter-rack-and-music-book-cornelius-norbertus-gijsbrechts/bgFy0xrdWs8s6w
97	View of Mount Etna		Thomas Cole			1842		Oil on canvas		1.5213	3:2 (Classic 35mm)	Landscape					32 × 48 in. (81.3 × 121.9 cm)	81.3	121.9			Crystal Bridges Museum of American Art	Bentonville, United States	https://crystalbridges.org	36.383515	-94.20292		Crystal Bridges Museum of American Art	Crystal Bridges Museum of American Art, Bentonville, Arkansas.	Hudson River School	Italy, Mountain, Oil paint, Volcano	#9f9a99				jAH22wo0eNVVbA	https://artsandculture.google.com/asset/view-of-mount-etna-thomas-cole/jAH22wo0eNVVbA
96	Coupe des cabines des ascenseurs Otis - gravure N & B de Poyet - La Nature 1889		© Collection tour Eiffel							0.7397	3:4 (Portrait)	Portrait										Eiffel Tower	Paris, France	http://www.tour-eiffel.fr	48.85837	2.294481					Engraving, France, Invention, Paris	#fafafa				5AF6LULt8kbqyw	https://artsandculture.google.com/asset/coupe-des-cabines-des-ascenseurs-otis-gravure-n-b-de-poyet-la-nature-1889-%C2%A9-collection-tour-eiffel/5AF6LULt8kbqyw
95	Tel Telegraph Main (Separate Folder For Cable)									0.9344	0.93:1	Portrait					B/W PRINT					LIFE Photo Collection	New York City, United States	http://life.time.com	40.712252	-74.015542			© Time Inc.			#dbc996				4AHuhhcHOq52sw	https://artsandculture.google.com/asset/tel-telegraph-main-separate-folder-for-cable/4AHuhhcHOq52sw
94	Shi Merc Great Eastern S A Tel Telegraph Atlantic Cable									0.6867	2:3 (Portrait)	Portrait					B/W PRINT					LIFE Photo Collection	New York City, United States	http://life.time.com	40.712252	-74.015542			© Time Inc.			#b8c3a1				OAFcc_7y3FR50Q	https://artsandculture.google.com/asset/shi-merc-great-eastern-s-a-tel-telegraph-atlantic-cable/OAFcc_7y3FR50Q
93	Atlantic Cable					1870				1.4529	1.45:1	Landscape	1280	881	1.13	1	COLOR PRINT					LIFE Photo Collection	New York City, United States	http://life.time.com	40.712252	-74.015542					Ocean, Sailing ship	#e9e9ea				MgHFLp0sgIfGTw	https://artsandculture.google.com/asset/atlantic-cable/MgHFLp0sgIfGTw
92	Tel Telegraph Cable (Inc Atlantic Cable)									1.3883	1.39:1	Landscape					B/W PRINT					LIFE Photo Collection	New York City, United States	http://life.time.com	40.712252	-74.015542			© Time Inc.			#7a7962				2AF0AkRYMjDGrw	https://artsandculture.google.com/asset/tel-telegraph-cable-inc-atlantic-cable/2AF0AkRYMjDGrw
91	Atlantic Cable					1870				1.5094	3:2 (Classic 35mm)	Landscape	1280	848	1.09	5	COLOR PRINT					LIFE Photo Collection	New York City, United States	http://life.time.com	40.712252	-74.015542					Ocean	#e8e8e8				tgGl4Mt3l0dqjg	https://artsandculture.google.com/asset/atlantic-cable/tgGl4Mt3l0dqjg
90	The Atlantic Telegraph Cable Fleet Assembled at Berehaven (Southwest Coast of Ireland): Ships, the Great Eastern, H.M.S. Terrible, the Alby, the Medway and the William Cory		Robert Charles Dudley			1866		Watercolor over graphite with touches of gouache	Drawing	1.6385	16:10	Landscape					Sheet: 12 13/16 × 21 5/16 in. (32.6 × 54.2 cm)	32.6	54.2			The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244		http://www.metmuseum.org/art/collection/search/383832			Beara Peninsula, Drawing, Gouache, Graphite, Ireland, Sailing ship, Watercolor painting	#a99e87				fQE9_0TtPbhrqg	https://artsandculture.google.com/asset/the-atlantic-telegraph-cable-fleet-assembled-at-berehaven-southwest-coast-of-ireland-ships-the-great-eastern-h-m-s-terrible-the-alby-the-medway-and-the-william-cory-robert-charles-dudley/fQE9_0TtPbhrqg
89	The Laying of the Atlantic Cable at Foilhommerum Bay, Ireland		British 19th Century			1865		pen and black ink and brush and gray wash with white gouache over graphite on wove paper		1.3755	1.38:1	Landscape					overall: 23 x 32.1 cm (9 1/16 x 12 5/8 in.)	23.0	32.1			National Gallery of Art, Washington DC	Washington, DC, United States	http://www.nga.gov/	38.891298	-77.019965			CC0		Gouache, Graphite, Ink, Pen, Watercolor painting	#f6f0e5				HAFfHrv37ZBd5g	https://artsandculture.google.com/asset/the-laying-of-the-atlantic-cable-at-foilhommerum-bay-ireland-british-19th-century/HAFfHrv37ZBd5g
88	Splicing the Cable (after the First Accident) on Board the Great Eastern, July 25th, 1865		Robert Charles Dudley			1865–66		Watercolor over graphite with touches of gouache	Drawing	1.505	3:2 (Classic 35mm)	Landscape	3758	2497	9.38	2	Sheet: 6 7/8 × 10 7/16 in. (17.5 × 26.5 cm)	17.5	26.5		360.2	The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244		http://www.metmuseum.org/art/collection/search/383823			Drawing, Gouache, Graphite, Watercolor painting	#af9d87				PQHuRZNLmtcCJQ	https://artsandculture.google.com/asset/splicing-the-cable-after-the-first-accident-on-board-the-great-eastern-july-25th-1865-robert-charles-dudley/PQHuRZNLmtcCJQ
87	Telegraph Cable Fleet at Sea, 1865		Robert Charles Dudley			1865–66		Watercolor with touches of gouache	Drawing	1.6031	16:10	Landscape					Sheet: 5 3/4 x 9 3/16 in. (14.6 x 23.4 cm)	14.6	23.4			The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244		http://www.metmuseum.org/art/collection/search/364369			Distemper, Drawing, Gouache, Sailing ship, Watercolor painting	#c4bcba				QAEpQgjFXF543A	https://artsandculture.google.com/asset/telegraph-cable-fleet-at-sea-1865-robert-charles-dudley/QAEpQgjFXF543A
86	H.M.S. Agamemnon Laying the Atlantic Telegraph Cable in 1858: a Whale Crosses the Line		Robert Charles Dudley					Watercolor over graphite with touches of gouache	Drawing	1.4095	1.41:1	Landscape	3545	2515	8.92	1	Sheet: 6 15/16 × 9 13/16 in. (17.7 × 25 cm)	17.7	25.0		360.2	The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244		http://www.metmuseum.org/art/collection/search/383810			Drawing, Gouache, Graphite, Sailing ship, Watercolor painting					IwEAL9wdQr0hHg	https://artsandculture.google.com/asset/h-m-s-agamemnon-laying-the-atlantic-telegraph-cable-in-1858-a-whale-crosses-the-line-robert-charles-dudley/IwEAL9wdQr0hHg
85	Marine Navigation Chart (Carta Marina Navigatoria)		Martín Waldseemüller							1.8471	1.85:1	Landscape	14777	8000	118.22	2																				0QGgr-F52ltotw	https://artsandculture.google.com/asset/marine-navigation-chart-carta-marina-navigatoria-mart%C3%ADn-waldseem%C3%BCller/0QGgr-F52ltotw
84	The Astronomer		Johannes Vermeer			1668	Holland	Oil on Canvas	Painting	0.8802	0.88:1	Portrait	4401	5000	22.0	2	51 x 45 cm	51.0	45.0		248.4	Rmn-Grand Palais	Paris, France, France	http://grandpalais.fr	48.866109	2.312454	1479	Agence photographique de la Réunion des musées nationaux-Grand Palais	Photo © RMN-Grand Palais (musée du Louvre) / Franck Raux	Baroque, Dutch Golden Age	Astronomy, France, Musical instrument, Netherlands, Oil paint, Paris, Writing	#191811	http://www.wikidata.org/entity/Q544315	https://en.wikipedia.org/wiki/The_Astronomer	http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%20-%20The%20Astronomer%20-%201668.jpg	bQELiVC_QJaAlQ	https://artsandculture.google.com/asset/the-astronomer-johannes-vermeer/bQELiVC_QJaAlQ
83	The Geographer		Johanes Vermeer			1669		Oil on canvas	Painting	0.892	0.89:1	Portrait	31967	35838	1145.63	2	w45.4 x h51.6 cm (Complete)	51.6	45.4		1788.5	Städel Museum	Frankfurt am Main, Germany	https://www.staedelmuseum.de/en	50.103092	8.674058	1149	More about this artwork in the Städel Digital Collection	Städel Museum	Baroque, Dutch Golden Age	Geography, Oil paint, Writing	#1c1a17	http://www.wikidata.org/entity/Q45130	https://en.wikipedia.org/wiki/The_Geographer	http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%2C%20Der%20Geograf%2C%201669.png	xQFs38J6ShT4nA	https://artsandculture.google.com/asset/the-geographer-johanes-vermeer/xQFs38J6ShT4nA
82	Jigsaw puzzle:Sailboat		Educational Play Things, Inc.			1930s		wood	Puzzles	1.3586	4:3 (Standard)	Landscape										The Strong National Museum of Play	Rochester, United States	https://www.museumofplay.org	43.152548	-77.601629					New York, Puzzle, United States, Wood	#025871				PgHcqVfd2iYI0w	https://artsandculture.google.com/asset/jigsaw-puzzle-sailboat-educational-play-things-inc/PgHcqVfd2iYI0w
81	Harmonia macrocosmica								book	1.1381	1.14:1	Landscape										Adler Planetarium	Chicago, United States	https://www.adlerplanetarium.org	41.866333	-87.606783					Book, Space	#f0e0cc				kwEl-9IjWa7TyQ	https://artsandculture.google.com/asset/harmonia-macrocosmica/kwEl-9IjWa7TyQ
80	Self-Portrait with Magic Scene		Pieter van Laer			ca. 1635-37		oil on canvas	Painting	1.3993	1.40:1	Landscape	3690	2637	9.73	1	80 x 114.9 cm	80.0	114.9		81.6	The Leiden Collection	New York, United States	https://www.theleidencollection.com/	0.0	0.0		The Leiden Collection Online Catalogue Entry	Image courtesy of The Leiden Collection, New York	Baroque	Oil paint	#201a15				swHY5eM4jBVSDQ	https://artsandculture.google.com/asset/self-portrait-with-magic-scene-pieter-van-laer/swHY5eM4jBVSDQ
79	Witches' Sabbath		Heck, Claes Jacobsz. van der			1636				1.6842	1.68:1	Landscape					paneel					Rijksmuseum	Amsterdam, Netherlands	http://www.rijksmuseum.nl/	52.359998	4.885219			http://creativecommons.org/publicdomain/mark/1.0/		Monk, Oil paint, Tradition	#63513c				SQG0-s9FxgJuIw	https://artsandculture.google.com/asset/witches-sabbath-heck-claes-jacobsz-van-der/SQG0-s9FxgJuIw
78	The Fall of the Rebel Angels		Pieter Bruegel the Elder	(?) 1525/30 - Brussels 1569		1562		oak	painting (panel)	1.3854	1.39:1	Landscape	65948	47603	3139.32	2	w162 x h117 cm (without frame)	117.0	162.0		1034.0	Royal Museums of Fine Arts of Belgium	Brussels, Belgium	http://www.fine-arts-museum.be/	50.84162	4.358179	584		Royal Museums of Fine Arts of Belgium, Brussels	Dutch and Flemish Renaissance painting, Northern Renaissance, Renaissance	Oak, Oil paint	#16120c	http://www.wikidata.org/entity/Q594406	https://en.wikipedia.org/wiki/The_Fall_of_the_Rebel_Angels	http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20the%20Elder%20-%20The%20Fall%20of%20the%20Rebel%20Angels%20-%20Google%20Art%20Project.jpg	ewEs_8lOXkz7tQ	https://artsandculture.google.com/asset/the-fall-of-the-rebel-angels-pieter-bruegel-the-elder/ewEs_8lOXkz7tQ
77	An Old Woman ('The Ugly Duchess')		Quinten Massys			about 1513		Oil on oak	Painting	0.8176	0.82:1	Portrait	37187	45483	1691.38	2	62.4 x 45.5 cm	62.4	45.5		2075.9	The National Gallery, London	London, United Kingdom	http://www.nationalgallery.org.uk/	51.508929	-0.128299	NG5769			Antwerp school, Dutch and Flemish Renaissance painting, Northern Renaissance, Renaissance	Oak, Oil paint	#ffffff	http://www.wikidata.org/entity/Q2706250	https://en.wikipedia.org/wiki/The_Ugly_Duchess	http://commons.wikimedia.org/wiki/Special:FilePath/Quentin%20Matsys%20-%20A%20Grotesque%20old%20woman.jpg	pgHyo_q4XgQKNw	https://artsandculture.google.com/asset/an-old-woman-the-ugly-duchess-quinten-massys/pgHyo_q4XgQKNw
76	The Art of Painting		Jan Vermeer	1632/1675	dutch	1666/1668		Oil on Canvas	paintings	0.8348	0.83:1	Portrait	3214	3850	12.37	4	w100 x h120 cm (without frame)	120.0	100.0		81.6	Kunsthistorisches Museum Wien	Vienna, Austria	http://www.khm.at/en/	48.203802	16.361787	GG 9128	http://www.khm.at/en/collections/picture-gallery		Baroque, Dutch Golden Age	Musical instrument, Oil paint	#3d2e1c	http://www.wikidata.org/entity/Q588695	https://en.wikipedia.org/wiki/The_Art_of_Painting	http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Vermeer%20-%20The%20Art%20of%20Painting%20-%20Google%20Art%20Project.jpg	lAHeqBoLaePtEA	https://artsandculture.google.com/asset/the-art-of-painting-jan-vermeer/lAHeqBoLaePtEA
75	The potato eaters		Vincent van Gogh	30 March 1853 - 29 July 1890	Dutch	April 1885 - May 1885	Nuenen, The Netherlands		Interior	1.4109	1.41:1	Landscape	3499	2480	8.68	5						Van Gogh Museum	Amsterdam, Netherlands	https://www.vangoghmuseum.com	52.358076	4.881205	s0005V1962	The Potato Eaters	Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)	Modern art	Netherlands, Oil paint	#131009	http://www.wikidata.org/entity/Q154469	https://en.wikipedia.org/wiki/The_Potato_Eaters	http://commons.wikimedia.org/wiki/Special:FilePath/De%20aardappeleters%20-%20s0005V1962%20-%20Van%20Gogh%20Museum.jpg	7gFcKarE9QeaXw	https://artsandculture.google.com/asset/the-potato-eaters-vincent-van-gogh/7gFcKarE9QeaXw
74	Medusa	Medusa	Caravaggio Merisi			1595 - 1598		Oil on canvas	painting	0.9757	1:1 (Square)	Square	3369	3453	11.63	1						Uffizi Gallery	Florence, Italy	http://www.uffizi.it/	43.767786	11.255311	00289175			Baroque, Renaissance	Greek mythology, Mythology, Oil paint	#191512	http://www.wikidata.org/entity/Q2293905	https://en.wikipedia.org/wiki/Medusa_(Caravaggio)	http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20-%20Medusa%20-%20Google%20Art%20Project.jpg	FAFPqU12CekL8Q	https://artsandculture.google.com/asset/medusa-caravaggio-merisi/FAFPqU12CekL8Q
73	The Emperor Napoleon in His Study at the Tuileries		Jacques-Louis David			1812		oil on canvas		0.5995	9:16 (Vertical)	Portrait	3078	5134	15.8	2	overall: 203.9 × 125.1 cm (80 1/4 × 49 1/4 in.) framed: 243.9 x 165.1 x 15.2 cm (96 x 65 x 6 in.) framed weight: 63.957 kg (141 lb.)	203.9	125.1		62.5	National Gallery of Art, Washington DC	Washington, DC, United States	http://www.nga.gov/	38.891298	-77.019965	1961.9.15		CC0	Neoclassicism	Oil paint, Revolution	#3e301a	http://www.wikidata.org/entity/Q1313605	https://en.wikipedia.org/wiki/The_Emperor_Napoleon_in_His_Study_at_the_Tuileries	http://commons.wikimedia.org/wiki/Special:FilePath/The%20Emperor%20Napoleon%20in%20His%20Study%20at%20the%20Tuileries%2C%20by%20Jacques-Louis%20David%20%281812%29%20-%20National%20Gallery%20of%20Art%20%28Samuel%20H.%20Kress%20Foundation%29.jpg	zQEbF0AA9NhCXQ	https://artsandculture.google.com/asset/the-emperor-napoleon-in-his-study-at-the-tuileries-jacques-louis-david/zQEbF0AA9NhCXQ
72	Ship with Revelling Sailors		Hans Holbein d. J.	1497/1498 - 1543	German	ca. 1532 - 1533				1.2652	1.27:1	Landscape	2500	1976	4.94	1	w509 x h404 mm (Complete)	40.4	50.9		124.8	Städel Museum	Frankfurt am Main, Germany	https://www.staedelmuseum.de/en	50.103092	8.674058		More about this artwork in the Städel Digital Collection	Städel Museum	German Renaissance, Northern Renaissance, Renaissance	Ink, Pen, Sailing ship	#a99d86				bQHwP3ayZJA4Mw	https://artsandculture.google.com/asset/ship-with-revelling-sailors-hans-holbein-d-j/bQHwP3ayZJA4Mw
71	The Noblewoman, from The Dance of Death		Hans Holbein the Younger|Hans Lützelburger			ca. 1526, published 1538		Woodcut	Print	0.7837	3:4 (Portrait)	Portrait					sheet: 2 1/2 x 1 15/16 in. (6.4 x 4.9 cm)	6.4	4.9			The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244		http://www.metmuseum.org/art/collection/search/336311		Northern Renaissance, Renaissance	Tradition, Wood	#d3c7bd				KgEsiLG-sC5LMQ	https://artsandculture.google.com/asset/the-noblewoman-from-the-dance-of-death-hans-holbein-the-younger-hans-l%C3%BCtzelburger/KgEsiLG-sC5LMQ
70	Der Ritter (The Knight)		Hans Lützelburger after Hans Holbein the Younger			c. 1526		woodcut		0.732	3:4 (Portrait)	Portrait	2196	3000	6.59	2						National Gallery of Art, Washington DC	Washington, DC, United States	http://www.nga.gov/	38.891298	-77.019965			CC0	German Renaissance, Northern Renaissance, Renaissance	Charcoal, Pilgrimage, Tradition	#f2e4cd				4wF0CV8MAdEjBw	https://artsandculture.google.com/asset/der-ritter-the-knight-hans-l%C3%BCtzelburger-after-hans-holbein-the-younger/4wF0CV8MAdEjBw
69	Sir Thomas More		Hans Holbein					Oil on panel		0.8037	0.80:1	Portrait	4667	5807	27.1	2	29 1/2 x 23 3/4 in. (74.9 x 60.3 cm)	74.9	60.3		196.6	The Frick Collection	New York City, United States	http://www.frick.org/	40.771086	-73.967386	1912.1.77	See more on The Frick Collection website		German Renaissance, Northern Renaissance, Renaissance	Masonite, Oak, Oil paint, Textile, Velvet	#1d1b16	http://www.wikidata.org/entity/Q5296650	https://en.wikipedia.org/wiki/Portrait_of_Sir_Thomas_More	http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Holbein%2C%20the%20Younger%20-%20Sir%20Thomas%20More%20-%20Google%20Art%20Project.jpg	WQEnBYMfBeoSdg	https://artsandculture.google.com/asset/sir-thomas-more-hans-holbein/WQEnBYMfBeoSdg
68	The Ambassadors		Hans Holbein the Younger			1533		Oil on oak		1.016	1:1 (Square)	Square	32674	32159	1050.76	2	207 x 209.5 cm	207.0	209.5		396.1	The National Gallery, London	London, United Kingdom	http://www.nationalgallery.org.uk/	51.508929	-0.128299	NG1314			German Renaissance, Northern Renaissance, Renaissance	Oak, Oil paint	#0c0c0f	http://www.wikidata.org/entity/Q1212937	https://en.wikipedia.org/wiki/The_Ambassadors_(Holbein)	http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Holbein%20the%20Younger%20-%20The%20Ambassadors%20-%20Google%20Art%20Project.jpg	bQEWbLB26MG1LA	https://artsandculture.google.com/asset/the-ambassadors-hans-holbein-the-younger/bQEWbLB26MG1LA
67	Dante and Virgile	Dante et Virgile	William Bouguereau	1825 - 1905	French	1850			Oil on canvas	0.8019	0.80:1	Portrait	2841	3543	10.07	2	w2250 x h2810 cm	2810.0	2250.0		3.2	Musée d’Orsay, Paris	Paris, France	http://www.musee-orsay.fr/fr/accueil.html	48.859961	2.326561	RF 2010 8	https://www.musee-orsay.fr/en/collections	© Musée d'Orsay, dist. RMN / Patrice Schmidt	Academic art	Myth, Oil paint, Poetry	#332c25	http://www.wikidata.org/entity/Q2665048	https://en.wikipedia.org/wiki/Dante_and_Virgil	http://commons.wikimedia.org/wiki/Special:FilePath/William%20Bouguereau%20-%20Dante%20and%20Virgile%20-%20Google%20Art%20Project%202.jpg	-AF79SI4-gGMKA	https://artsandculture.google.com/asset/dante-and-virgile/-AF79SI4-gGMKA
66	The Night Watch		Rijn, Rembrandt van			1642				1.2054	1.21:1	Landscape	112517	93342	10502.56	5	doek					Rijksmuseum	Amsterdam, Netherlands	http://www.rijksmuseum.nl/	52.359998	4.885219	SA 7392		http://creativecommons.org/publicdomain/mark/1.0/	Baroque, Dutch Golden Age	Oil paint	#12100c	http://www.wikidata.org/entity/Q219831	https://en.wikipedia.org/wiki/The_Night_Watch	http://commons.wikimedia.org/wiki/Special:FilePath/La%20ronda%20de%20noche%2C%20por%20Rembrandt%20van%20Rijn.jpg	eQEojRwTdypUKA	https://artsandculture.google.com/asset/the-night-watch-rijn-rembrandt-van/eQEojRwTdypUKA
65	A Sunday on La Grande Jatte		Georges Seurat	1859 - 1891	French	1884-1886		Oil on canvas	Painting	1.5022	3:2 (Classic 35mm)	Landscape	124764	83053	10362.02	2	207.6 × 308 cm (81.7 × 121.25 in)	207.6	308.0		1028.9	The Art Institute of Chicago	Chicago, United States	http://www.artic.edu/aic/	41.879603	-87.62235	1926.224	The Art Institute of Chicago	Helen Birch Bartlett Memorial Collection	Modern art, Neo-Impressionism, Post-Impressionism	France, Oil paint	#313635	http://www.wikidata.org/entity/Q1044742	https://en.wikipedia.org/wiki/A_Sunday_Afternoon_on_the_Island_of_La_Grande_Jatte	http://commons.wikimedia.org/wiki/Special:FilePath/A%20Sunday%20on%20La%20Grande%20Jatte%2C%20Georges%20Seurat%2C%201884.jpg	twGyqq52R-lYpA	https://artsandculture.google.com/asset/a-sunday-on-la-grande-jatte/twGyqq52R-lYpA
64	Watery Paths (Sentieri ondulati)		Jackson Pollock	1912 - 1956		1947			Painting	0.7602	3:4 (Portrait)	Portrait										La Galleria Nazionale d’Arte Moderna e Contemporanea	Roma, Italy	http://lagallerianazionale.com	41.916887	12.481958				Abstract expressionism, Contemporary art, Modern art	Oil paint	#c0c0b8				PQG0v4l2QsUtvA	https://artsandculture.google.com/asset/watery-paths-sentieri-ondulati-jackson-pollock/PQG0v4l2QsUtvA
63	Wall of light Blue		Sean Scully	1945-06-30	Irish	1999 - 1999		Oil on canvas.	Painting	1.234	1.23:1	Landscape					w3353 x h2743 mm	274.3	335.3			Birmingham Museum and Art Gallery	Birmingham, United Kingdom	https://www.birminghammuseums.org.uk	52.480111	-1.903462		Birmingham Museums Trust		Contemporary art	Oil paint	#263548				5gGC07QHTG_zLA	https://artsandculture.google.com/asset/wall-of-light-blue/5gGC07QHTG_zLA
