index	title	subtitle	asset_id	link
276	Cosmism: Suprematist Compositions in Space	Lazar Khidekel (1904-1986, painter and architect)	XQHrzD2O_UMfSA	https://artsandculture.google.com/asset/cosmism-suprematist-compositions-in-space-lazar-khidekel-1904-1986-painter-and-architect/XQHrzD2O_UMfSA
275	Floating Suprematist Forms	Lazar Khidekel (1904-1986, painter and architect)	gQF4zX_hJoSgGQ	https://artsandculture.google.com/asset/floating-suprematist-forms-lazar-khidekel-1904-1986-painter-and-architect/gQF4zX_hJoSgGQ
274	Concentric Circles	Lazar Khidekel (1904-1986, painter and architect)	UgEJTpDI-NuUAA	https://artsandculture.google.com/asset/concentric-circles-lazar-khidekel-1904-1986-painter-and-architect/UgEJTpDI-NuUAA
273	Cover of Lajos Kassák: DUR Portfolio		PAGI5VRJcLaYDQ	https://artsandculture.google.com/asset/cover-of-lajos-kass%C3%A1k-dur-portfolio/PAGI5VRJcLaYDQ
272	Home is a Foreign Place	Zarina	LAEY8in7zhBHVQ	https://artsandculture.google.com/asset/home-is-a-foreign-place-zarina/LAEY8in7zhBHVQ
271	Untitled (Composition for application at the Bauhaus)	Eduard Ludwig	UAE7N4xDuKQyDw	https://artsandculture.google.com/asset/untitled-composition-for-application-at-the-bauhaus-eduard-ludwig/UAE7N4xDuKQyDw
270	"Plate (folio 24) from ""5 Constructionen + 5 Compositionen"""	Sophie Taeuber-Arp	bQGvX4G4isw_AQ	https://artsandculture.google.com/asset/plate-folio-24-from-5-constructionen-5-compositionen-sophie-taeuber-arp/bQGvX4G4isw_AQ
269	Quatre espaces à croix brisée.	Sophie Taeuber-Arp (after) | Atelier Arcay (printer)	9wFesHdHnOpmrA	https://artsandculture.google.com/asset/quatre-espaces-%C3%A0-croix-bris%C3%A9e-sophie-taeuber-arp-after-atelier-arcay-printer/9wFesHdHnOpmrA
268	On Green	Vassily Kandinsky	BwFurtHc_CUsdQ	https://artsandculture.google.com/asset/on-green-vassily-kandinsky/BwFurtHc_CUsdQ
267	Ten Elements forming a Chromatique Circle	Vassily Kandinsky	cwEx7V9aJSjBlw	https://artsandculture.google.com/asset/ten-elements-forming-a-chromatique-circle-vassily-kandinsky/cwEx7V9aJSjBlw
266	Board of Trade	John Bluck|Thomas Rowlandson|Rudolph Ackermann, London|Auguste Charles Pugin	MgGNn6HyUgtbzQ	https://artsandculture.google.com/asset/board-of-trade-john-bluck-thomas-rowlandson-rudolph-ackermann-london-auguste-charles-pugin/MgGNn6HyUgtbzQ
265	"Installation view of ""Dada,"" The Museum of Modern Art, New York (June 18–September 11, 2006)"		iwEFCXjGAAa1Dw	https://artsandculture.google.com/asset/installation-view-of-dada-the-museum-of-modern-art-new-york-june-18%E2%80%93september-11-2006/iwEFCXjGAAa1Dw
264	Josef Albers: Glass, Color, and Light	Kristopher McKay	PQHg_ABKmTN0qA	https://artsandculture.google.com/asset/josef-albers-glass-color-and-light-kristopher-mckay/PQHg_ABKmTN0qA
263	Josef Albers: Glass, Color, and Light	Kristopher McKay	cAGccwToFnjV3g	https://artsandculture.google.com/asset/josef-albers-glass-color-and-light-kristopher-mckay/cAGccwToFnjV3g
262	Untitled (Adaptable small flat by Carl Fieger. Layout with text montages and photos of furnishings. Exhibition panel for the Deutsche Bauausstellung (German building exhibition) Berlin 1931)	Carl Fieger	YQEkm6IiQ6BRqA	https://artsandculture.google.com/asset/untitled-adaptable-small-flat-by-carl-fieger-layout-with-text-montages-and-photos-of-furnishings-exhibition-panel-for-the-deutsche-bauausstellung-german-building-exhibition-berlin-1931-carl-fieger/YQEkm6IiQ6BRqA
261	Untitled (Interior design, seating area with table and lamp, perspective view)	Carl Fieger	vQHaMxTc3bYbzQ	https://artsandculture.google.com/asset/untitled-interior-design-seating-area-with-table-and-lamp-perspective-view-carl-fieger/vQHaMxTc3bYbzQ
260	Untitled (Sommerfeld House, Berlin-Lichterfelde, architects Walter Gropius and Adolf Meyer. Concept, perspective view of a reading room)	Walter Gropius; Adolf Meyer (design); Carl, Fieger (drawing)	wAH_mYx4E1ukOw	https://artsandculture.google.com/asset/untitled-sommerfeld-house-berlin-lichterfelde-architects-walter-gropius-and-adolf-meyer-concept-perspective-view-of-a-reading-room-walter-gropius-adolf-meyer-design-carl-fieger-drawing/wAH_mYx4E1ukOw
259	FAUN (Sign)	Carl Fieger	fwGYr7x6ynAWLA	https://artsandculture.google.com/asset/faun-sign-carl-fieger/fwGYr7x6ynAWLA
258	Garden City	Lazar Khidekel (1904-1986, painter and architect)	FAGMWTYkpdDtCQ	https://artsandculture.google.com/asset/garden-city-lazar-khidekel-1904-1986-painter-and-architect/FAGMWTYkpdDtCQ
257	Billingsgate Market	Auguste Charles Pugin|John Bluck|Rudolph Ackermann, London|Thomas Rowlandson	8gHw34FhSgu3Lg	https://artsandculture.google.com/asset/billingsgate-market-auguste-charles-pugin-john-bluck-rudolph-ackermann-london-thomas-rowlandson/8gHw34FhSgu3Lg
256	Drawing from Life at the Royal Academy, Somerset House	Thomas Rowlandson|Rudolph Ackermann, London|John Bluck|Auguste Charles Pugin	3wECYLCFu2bxuA	https://artsandculture.google.com/asset/drawing-from-life-at-the-royal-academy-somerset-house-thomas-rowlandson-rudolph-ackermann-london-john-bluck-auguste-charles-pugin/3wECYLCFu2bxuA
255	One Tree Hill, Greenwich Park	Thomas Rowlandson	twEGkxwDdhAPTg	https://artsandculture.google.com/asset/one-tree-hill-greenwich-park-thomas-rowlandson/twEGkxwDdhAPTg
254	The brilliants	Thomas ROWLANDSON	LgHDNKCtQhXNkQ	https://artsandculture.google.com/asset/the-brilliants-thomas-rowlandson/LgHDNKCtQhXNkQ
253	The Mint	Auguste Charles Pugin|John Bluck|Rudolph Ackermann, London|Thomas Rowlandson	7wGZaLTtNYzxeA	https://artsandculture.google.com/asset/the-mint-auguste-charles-pugin-john-bluck-rudolph-ackermann-london-thomas-rowlandson/7wGZaLTtNYzxeA
252	Frontispiece	Thomas Rowlandson	dwHlWCAmJB9v_A	https://artsandculture.google.com/asset/frontispiece-thomas-rowlandson/dwHlWCAmJB9v_A
251	Coal Exchange	John Hill|Thomas Rowlandson|Rudolph Ackermann, London|Auguste Charles Pugin	WAG7hgzrBHi21Q	https://artsandculture.google.com/asset/coal-exchange-john-hill-thomas-rowlandson-rudolph-ackermann-london-auguste-charles-pugin/WAG7hgzrBHi21Q
250	The Proserpine at anchor in Venice	Louis François Cassas	KQFWkSqNm2iBBw	https://artsandculture.google.com/asset/the-proserpine-at-anchor-in-venice-louis-fran%C3%A7ois-cassas/KQFWkSqNm2iBBw
249	Designs for a Chimney-piece for Richard Barwell's Drawing Room at Esher, Surrey	Sir William Chambers	oAHNYwn2tukTNA	https://artsandculture.google.com/asset/designs-for-a-chimney-piece-for-richard-barwell-s-drawing-room-at-esher-surrey-sir-william-chambers/oAHNYwn2tukTNA
248	Three-tiered Clothes Chest	unknown	FQH4P682Zk_Pyg	https://artsandculture.google.com/asset/three-tiered-clothes-chest-unknown/FQH4P682Zk_Pyg
247	Dressing table	George A. Schastey|George A. Schastey & Co.	agGN63-wbqg-GQ	https://artsandculture.google.com/asset/dressing-table-george-a-schastey-george-a-schastey-co/agGN63-wbqg-GQ
246	Design for Café-Restaurant, Paris World Fair	Lazar Khidekel (1904-1986)	bgG5fBDoMQsXlQ	https://artsandculture.google.com/asset/design-for-caf%C3%A9-restaurant-paris-world-fair-lazar-khidekel-1904-1986/bgG5fBDoMQsXlQ
245	Suprematist Composition with Blue Square	Lazar Khidekel (1904-1986, painter and architect)	YQG0LOQZpI8GVw	https://artsandculture.google.com/asset/suprematist-composition-with-blue-square-lazar-khidekel-1904-1986-painter-and-architect/YQG0LOQZpI8GVw
244	Lazar Khidekel and Suprematism. Book Cover	Regina Khidekel, editor	egEx_65kHa6O1w	https://artsandculture.google.com/asset/lazar-khidekel-and-suprematism-book-cover-regina-khidekel-editor/egEx_65kHa6O1w
243	Composition (Red-Black-Gold)	Liubov Sergeievna Popova	0QGD5fSsbfSNzw	https://artsandculture.google.com/asset/composition-red-black-gold-liubov-sergeievna-popova/0QGD5fSsbfSNzw
242	Home is a Foreign Place	Zarina	0wEJygpbV2rKrg	https://artsandculture.google.com/asset/home-is-a-foreign-place-zarina/0wEJygpbV2rKrg
241	The Smoking Room	Erik Lernestål	rAH6hEDQkJV1-A	https://artsandculture.google.com/asset/the-smoking-room-erik-lernest%C3%A5l/rAH6hEDQkJV1-A
240	Engraving of H.M.S. Challenger preparing to sound, 1872.		_QFq5Z9I5d-aHg	https://artsandculture.google.com/asset/engraving-of-h-m-s-challenger-preparing-to-sound-1872/_QFq5Z9I5d-aHg
239	Plate 10: 'The ancient Capitol ascended by approximately one hundred steps [...]' (Campidoglio antico a cui si ascendeva per circa cento gradini [...]), from the series 'Part one of architecture and perspectives: drawn and etched by Gio. Batt'a Piranesi, Venetian Architect: dedicated to Nicola Giobbe' (Prima parte di Architetture, e prospettive inventate, ed incise da Gio. Batt'a Piranesi Architetto Veneziano dedicate al Sig. Nicola Giobbe)	Giovanni Battista Piranesi	TwFwgkiRg74vCA	https://artsandculture.google.com/asset/plate-10-the-ancient-capitol-ascended-by-approximately-one-hundred-steps-campidoglio-antico-a-cui-si-ascendeva-per-circa-cento-gradini-from-the-series-part-one-of-architecture-and-perspectives-drawn-and-etched-by-gio-batt-a-piranesi-venetian-architect-dedicated-to-nicola-giobbe-prima-parte-di-architetture-e-prospettive-inventate-ed-incise-da-gio-batt-a-piranesi-architetto-veneziano-dedicate-al-sig-nicola-giobbe-giovanni-battista-piranesi/TwFwgkiRg74vCA
238	Interior of a Salon	Vladislav Dmochowski	2wF5Ee5tcsgZ1w	https://artsandculture.google.com/asset/interior-of-a-salon-vladislav-dmochowski/2wF5Ee5tcsgZ1w
237	A Salon, probably in Stuttgart	Caspar Obach	9QGFdb8mhqxIRQ	https://artsandculture.google.com/asset/a-salon-probably-in-stuttgart-caspar-obach/9QGFdb8mhqxIRQ
236	Sir Lawrence Alma-Tadema's Library in Townshend House, London	Anna Alma-Tadema	AAGkElumqpFm6A	https://artsandculture.google.com/asset/sir-lawrence-alma-tadema-s-library-in-townshend-house-london-anna-alma-tadema/AAGkElumqpFm6A
235	The Drawing Room at Middleton Park, Oxfordshire	William Alfred Delamotte	kAHI-ecFv4kQJg	https://artsandculture.google.com/asset/the-drawing-room-at-middleton-park-oxfordshire-william-alfred-delamotte/kAHI-ecFv4kQJg
234	Design for a Ceiling at Addiscombe: Bacchus and Ariadne	Sir James Thornhill, 1675–1734, British	RwF1QgfAsFGXvQ	https://artsandculture.google.com/asset/design-for-a-ceiling-at-addiscombe-bacchus-and-ariadne-sir-james-thornhill-1675%E2%80%931734-british/RwF1QgfAsFGXvQ
233	[Group portrait of military students]	Unknown	NAHJGyeqFCDgXg	https://artsandculture.google.com/asset/group-portrait-of-military-students-unknown/NAHJGyeqFCDgXg
232	Holdich's Term	Unknown	UQHVJsup4ueO4w	https://artsandculture.google.com/asset/holdich-s-term-unknown/UQHVJsup4ueO4w
231	[Leon Contanseau]	Unknown	HgHeLiEgvmy0dw	https://artsandculture.google.com/asset/leon-contanseau-unknown/HgHeLiEgvmy0dw
230	[Military students in mock battle]	Unknown	9wFZogPHu0CR0g	https://artsandculture.google.com/asset/military-students-in-mock-battle-unknown/9wFZogPHu0CR0g
229	[Group portrait of military students]	Unknown	ZAG6MCtE41Hexg	https://artsandculture.google.com/asset/group-portrait-of-military-students-unknown/ZAG6MCtE41Hexg
228	[Group portrait of military students]	Unknown	OQHlZ4djW7EGfg	https://artsandculture.google.com/asset/group-portrait-of-military-students-unknown/OQHlZ4djW7EGfg
227	Elliott's Term, The Old Cadets	Unknown	6wGsQ8Bhgn98Xg	https://artsandculture.google.com/asset/elliott-s-term-the-old-cadets-unknown/6wGsQ8Bhgn98Xg
226	[Group portrait of military students]	Unknown	zwGm-5lPnlDOMQ	https://artsandculture.google.com/asset/group-portrait-of-military-students-unknown/zwGm-5lPnlDOMQ
225	[Group portait of military students, Addiscombe Military Seminary]	Unknown	MAHeYZqHWs9Qqw	https://artsandculture.google.com/asset/group-portait-of-military-students-addiscombe-military-seminary-unknown/MAHeYZqHWs9Qqw
224	[Addiscombe Place]	Unknown	qAEt1ERhdsXHrA	https://artsandculture.google.com/asset/addiscombe-place-unknown/qAEt1ERhdsXHrA
223	[Class portrait, Addiscombe Military Seminary]	Unknown	vQFsX9jr0sRa6Q	https://artsandculture.google.com/asset/class-portrait-addiscombe-military-seminary-unknown/vQFsX9jr0sRa6Q
222	Lord Elgin & Son	Disdéri & Cie.	awH54vlmLemHEw	https://artsandculture.google.com/asset/lord-elgin-son-disd%C3%A9ri-cie/awH54vlmLemHEw
221	The Rehearsal		mAFZx9l_OlYhJw	https://artsandculture.google.com/asset/the-rehearsal/mAFZx9l_OlYhJw
220	Emb Flag		FgFynXaJNiTp4g	https://artsandculture.google.com/asset/emb-flag/FgFynXaJNiTp4g
219	The Garden of Earthly Delights	Hieronymus van Aken aka Bosch	EwHP5mUuUOzqVg	https://artsandculture.google.com/asset/the-garden-of-earthly-delights-hieronymus-van-aken-aka-bosch/EwHP5mUuUOzqVg
218	Death and the Miser	Hieronymus Bosch	xQFMnR3xQTylpA	https://artsandculture.google.com/asset/death-and-the-miser-hieronymus-bosch/xQFMnR3xQTylpA
217	Village of memories from childhood II. (Ghosts II.)	Vladimír Kompánek	pwF0Qzo7wtIwRw	https://artsandculture.google.com/asset/village-of-memories-from-childhood-ii-ghosts-ii-vladim%C3%ADr-komp%C3%A1nek/pwF0Qzo7wtIwRw
216	"""Iracema beach smell"""	Paulo Bruscky	dgH92X755pGXcQ	https://artsandculture.google.com/asset/iracema-beach-smell-paulo-bruscky/dgH92X755pGXcQ
215	Menino de Brodósqui	Candido Portinari	-AGxC8nMyFoPIQ	https://artsandculture.google.com/asset/menino-de-brod%C3%B3squi-candido-portinari/-AGxC8nMyFoPIQ
214	Concetto spaziale, Attesa	Lucio Fontana	KwHGiN7TElS2DA	https://artsandculture.google.com/asset/concetto-spaziale-attesa-lucio-fontana/KwHGiN7TElS2DA
213	Departure of the Portugues Royal Family for Brazil	Nicolas-Luis-Albert Delerive (attrib.)	0gF4_hGkg5YcEQ	https://artsandculture.google.com/asset/departure-of-the-portugues-royal-family-for-brazil-nicolas-luis-albert-delerive-attrib/0gF4_hGkg5YcEQ
212	Assault on the First Brazilian Column in Curupayti 1897	Lopez Candido	XwFxDKrCk8WvRA	https://artsandculture.google.com/asset/assault-on-the-first-brazilian-column-in-curupayti-1897-lopez-candido/XwFxDKrCk8WvRA
211	Concetto spaziale, Attesa	Lucio Fontana	hwFrI5YBTkuNZQ	https://artsandculture.google.com/asset/concetto-spaziale-attesa-lucio-fontana/hwFrI5YBTkuNZQ
210	13A Study of a fortification for the Porta al Prato of Ognissanti	Michelangelo Buonarroti	3gFzrElligYYgQ	https://artsandculture.google.com/asset/13a-study-of-a-fortification-for-the-porta-al-prato-of-ognissanti-michelangelo-buonarroti/3gFzrElligYYgQ
209	South Quay, King's Lynn	Baines, Henry	dQGG6B-Z_RA_Sg	https://artsandculture.google.com/asset/south-quay-king-s-lynn-baines-henry/dQGG6B-Z_RA_Sg
208	Hintze Hall ceiling		EAGE-ZZ23OTPow	https://artsandculture.google.com/asset/hintze-hall-ceiling/EAGE-ZZ23OTPow
207	Renaissance Interior with Banqueters	Bartholomeus van Bassen, Esaias van den Velde	4AFf1S7jP-vDMQ	https://artsandculture.google.com/asset/renaissance-interior-with-banqueters-bartholomeus-van-bassen-esaias-van-den-velde/4AFf1S7jP-vDMQ
206	Reffley Spring	Oldmeadow, William H.	QQHQQdeyYHSlpA	https://artsandculture.google.com/asset/reffley-spring-oldmeadow-william-h/QQHQQdeyYHSlpA
205	HMS Northumberland	Brett, John	CwELUr1eN0DUrg	https://artsandculture.google.com/asset/hms-northumberland-brett-john/CwELUr1eN0DUrg
204	Ease	William Michael Harnett	UwFs83IY5T57Cg	https://artsandculture.google.com/asset/ease-william-michael-harnett/UwFs83IY5T57Cg
203	St. Marks, Venice	School of Canaletto	XgFbjtjHCEmXDA	https://artsandculture.google.com/asset/st-marks-venice-school-of-canaletto/XgFbjtjHCEmXDA
202	Kaffirs and Rebel Hottentotts Attacking a Wagon Train	Baines, Thomas	9AHMI5NxcPMx1A	https://artsandculture.google.com/asset/kaffirs-and-rebel-hottentotts-attacking-a-wagon-train-baines-thomas/9AHMI5NxcPMx1A
201	The RED JACKET in Hobson's Bay	Captain Thomas Robertson	XwEkbWbIgoT_YA	https://artsandculture.google.com/asset/the-red-jacket-in-hobson-s-bay-captain-thomas-robertson/XwEkbWbIgoT_YA
200	British forces receiving Commissioner Keying at Canton's British Factories for conference with Sir J. F. Davies		fQEi7VeEoftI6w	https://artsandculture.google.com/asset/british-forces-receiving-commissioner-keying-at-canton-s-british-factories-for-conference-with-sir-j-f-davies/fQEi7VeEoftI6w
199	The Beach at Sainte-Adresse	Frédéric Bazille	1wHZwoI8slAnJg	https://artsandculture.google.com/asset/the-beach-at-sainte-adresse-fr%C3%A9d%C3%A9ric-bazille/1wHZwoI8slAnJg
198	Rodrigo de Freitas lagoon		QwEUdQzapuzKQg	https://artsandculture.google.com/asset/rodrigo-de-freitas-lagoon/QwEUdQzapuzKQg
197	The British clipper 'Taitsing' (Great Arrow) off Hong Kong		RgFq2t90QgvNKQ	https://artsandculture.google.com/asset/the-british-clipper-taitsing-great-arrow-off-hong-kong/RgFq2t90QgvNKQ
196	USS TRENTON and HMS CALLIOPE during the storm in Apia	George Frederick Gregory [Jnr]	igHPmgutc3nB1g	https://artsandculture.google.com/asset/uss-trenton-and-hms-calliope-during-the-storm-in-apia-george-frederick-gregory-jnr/igHPmgutc3nB1g
195	Opium ships at Lintin, China	Edward Duncan after William John Huggins (1781-1845)	VwEhJY762MBc9g	https://artsandculture.google.com/asset/opium-ships-at-lintin-china-edward-duncan-after-william-john-huggins-1781-1845/VwEhJY762MBc9g
194	Phar Lap with Jim Pike	Stuart Reid	-QEYBMiLFozk2w	https://artsandculture.google.com/asset/phar-lap-with-jim-pike-stuart-reid/-QEYBMiLFozk2w
193	Hong Kong City and Victoria Harbour	Unknown Chinese artist	hgFHW3aEdD20pw	https://artsandculture.google.com/asset/hong-kong-city-and-victoria-harbour-unknown-chinese-artist/hgFHW3aEdD20pw
192	Ink Drawings No.2	Ras Daniel Heartman & Everton Gordon	IAEj12eDmzWJ_Q	https://artsandculture.google.com/asset/ink-drawings-no-2-ras-daniel-heartman-everton-gordon/IAEj12eDmzWJ_Q
191	Boston Harbor	Fitz Henry Lane	qQHRHH9pj16XWg	https://artsandculture.google.com/asset/boston-harbor-fitz-henry-lane/qQHRHH9pj16XWg
190	View of the waterfront at Canton with the paddle steamer 'Spark'	Tingqua studio (Guan Lianchang (fl. 1840-1870)	UgF3qiu4cTz3XA	https://artsandculture.google.com/asset/view-of-the-waterfront-at-canton-with-the-paddle-steamer-spark-tingqua-studio-guan-lianchang-fl-1840-1870/UgF3qiu4cTz3XA
189	Engineering Drawing - Original Steam Boat for Patrick Miller Esq	William Symington Snr, C.E.	kgG6G2uMYB-9dQ	https://artsandculture.google.com/asset/engineering-drawing-original-steam-boat-for-patrick-miller-esq-william-symington-snr-c-e/kgG6G2uMYB-9dQ
188	Thunder Storm on Narragansett Bay	Martin Johnson Heade	kQHdaNBq6tAGMQ	https://artsandculture.google.com/asset/thunder-storm-on-narragansett-bay-martin-johnson-heade/kQHdaNBq6tAGMQ
187	Americae sive Novi Orbis, nova descripto	Abraham Ortelius	xQHg0Z29pCwk-Q	https://artsandculture.google.com/asset/americae-sive-novi-orbis-nova-descripto-abraham-ortelius/xQHg0Z29pCwk-Q
186	Amateur whaling, or a tale of the Pacific	Oswald Walter Brierly	aQGJGYCLe4GCXQ	https://artsandculture.google.com/asset/amateur-whaling-or-a-tale-of-the-pacific-oswald-walter-brierly/aQGJGYCLe4GCXQ
185	Gold Diggings, Ararat	Edward Roper	sQHsGCuj8hmNyQ	https://artsandculture.google.com/asset/gold-diggings-ararat-edward-roper/sQHsGCuj8hmNyQ
184	View of Warsaw from the Terrace of the Royal Castle	Bernardo Bellotto called Canaletto	JQGj77P6PLC-hg	https://artsandculture.google.com/asset/view-of-warsaw-from-the-terrace-of-the-royal-castle-bernardo-bellotto-called-canaletto/JQGj77P6PLC-hg
183	The Medusa Mosaic	Unknown	FAFtcr7lQAQqbw	https://artsandculture.google.com/asset/the-medusa-mosaic-unknown/FAFtcr7lQAQqbw
182	From Lines	Lee, U-fan	vgFDxFTgAdMgiQ	https://artsandculture.google.com/asset/from-lines-lee-u-fan/vgFDxFTgAdMgiQ
181	Bucentaur's return to the pier by the Palazzo Ducale		mwEV7sO9uSFCpw	https://artsandculture.google.com/asset/bucentaur-s-return-to-the-pier-by-the-palazzo-ducale/mwEV7sO9uSFCpw
180	A Boyar Wedding Feast	Konstantin Makovsky	igHPP_wsY9gKZQ	https://artsandculture.google.com/asset/a-boyar-wedding-feast-konstantin-makovsky/igHPP_wsY9gKZQ
179	View of the Château de Fontainebleau		ewFndLIxi5WW1g	https://artsandculture.google.com/asset/view-of-the-ch%C3%A2teau-de-fontainebleau/ewFndLIxi5WW1g
178	Young Knight in a Landscape	Vittore Carpaccio	TQHttZDUGn77Hg	https://artsandculture.google.com/asset/young-knight-in-a-landscape-vittore-carpaccio/TQHttZDUGn77Hg
177	The Tower of Babel	Pieter Bruegel the Elder	bAGKOdJfvfAhYQ	https://artsandculture.google.com/asset/the-tower-of-babel-pieter-bruegel-the-elder/bAGKOdJfvfAhYQ
176	Coming from the Mill	LS Lowry	CgHDlsWICwQAvQ	https://artsandculture.google.com/asset/coming-from-the-mill-ls-lowry/CgHDlsWICwQAvQ
175	Death of a Person Simultaneously in an Airplane and on a Railroad. Illustration No. 5 to Alexey Kruchyonykh’s book Explodity (Vzorval’)	Kazimir Malevich	CQHlLyC6utnKxg	https://artsandculture.google.com/asset/death-of-a-person-simultaneously-in-an-airplane-and-on-a-railroad-illustration-no-5-to-alexey-kruchyonykh%E2%80%99s-book-explodity-vzorval%E2%80%99-kazimir-malevich/CQHlLyC6utnKxg
174	Just What Is It That Makes Today's Home So Different and So Appealing?	Richard Hamilton	WQGp_dXaX9kjnQ	https://artsandculture.google.com/asset/just-what-is-it-that-makes-today-s-home-so-different-and-so-appealing-richard-hamilton/WQGp_dXaX9kjnQ
173	Idéia múltipla		2QHIypqHrAad8g	https://artsandculture.google.com/asset/id%C3%A9ia-m%C3%BAltipla/2QHIypqHrAad8g
172	Pintura		TwHHDbJdtlzxKA	https://artsandculture.google.com/asset/pintura/TwHHDbJdtlzxKA
171	After the Ball, the Reveler	Jean-Louis Forain	TAFzbY4YGo4pUA	https://artsandculture.google.com/asset/after-the-ball-the-reveler-jean-louis-forain/TAFzbY4YGo4pUA
170	Concreção 5521		3gFhZH9kEizdYg	https://artsandculture.google.com/asset/concre%C3%A7%C3%A3o-5521/3gFhZH9kEizdYg
169	View of Palermo	Francesco Lojacono	egFrOf0D5xy7RQ	https://artsandculture.google.com/asset/view-of-palermo-francesco-lojacono/egFrOf0D5xy7RQ
168	Africa, according to Mr. D’Anville : with several additions, & improvements; with a particular chart of the gold Coast, wherein are distinguished all the European forts and factories.	Jean Baptiste Bourguignon d’Anville	lQHInZS3sr73Kg	https://artsandculture.google.com/asset/africa-according-to-mr-d%E2%80%99anville-with-several-additions-improvements-with-a-particular-chart-of-the-gold-coast-wherein-are-distinguished-all-the-european-forts-and-factories-jean-baptiste-bourguignon-d%E2%80%99anville/lQHInZS3sr73Kg
167	Princess Isabel wedding		AwF1LFo_tEL0fw	https://artsandculture.google.com/asset/princess-isabel-wedding/AwF1LFo_tEL0fw
166	Establishment of the 'Academie des sciences' and foundation of the 'Observatoire'	Henri Testelin	dQEJtjya4gAZiw	https://artsandculture.google.com/asset/establishment-of-the-academie-des-sciences-and-foundation-of-the-observatoire-henri-testelin/dQEJtjya4gAZiw
165	After the Battle of Curupayti	Lopez Candido	AwHb1hxKW1blIw	https://artsandculture.google.com/asset/after-the-battle-of-curupayti-lopez-candido/AwHb1hxKW1blIw
164	Selfish Heart	Olga Costa	cQEN4GmAKDaZYg	https://artsandculture.google.com/asset/selfish-heart-olga-costa/cQEN4GmAKDaZYg
163	Men of the Docks	George Bellows	3AELCGI0WHIKsw	https://artsandculture.google.com/asset/men-of-the-docks-george-bellows/3AELCGI0WHIKsw
162	Still Life of Fish and Cat	Peeters, Clara	6wG_vBLJSCb_hQ	https://artsandculture.google.com/asset/still-life-of-fish-and-cat-peeters-clara/6wG_vBLJSCb_hQ
161	The Gare St-Lazare	Claude Monet	dQH7QjV_XCF27w	https://artsandculture.google.com/asset/the-gare-st-lazare-claude-monet/dQH7QjV_XCF27w
160	The Glass of Wine	Jan Vermeer	_wGElyA8n9R8iQ	https://artsandculture.google.com/asset/the-glass-of-wine-jan-vermeer/_wGElyA8n9R8iQ
159	Martyrdom of St. Ursula	Caravaggio	IwE9FdQerFWM4Q	https://artsandculture.google.com/asset/martyrdom-of-st-ursula-caravaggio/IwE9FdQerFWM4Q
158	Without Bread and Without Work	Carcova Ernesto de la	GwG4w4_Q0hKQ1Q	https://artsandculture.google.com/asset/without-bread-and-without-work-carcova-ernesto-de-la/GwG4w4_Q0hKQ1Q
157	Independência Ou Morte	Pedro Américo de Figueiredo e Mello	7wEmD5rBcJw5fQ	https://artsandculture.google.com/asset/independ%C3%AAncia-ou-morte-pedro-am%C3%A9rico-de-figueiredo-e-mello/7wEmD5rBcJw5fQ
156	Independência ou Morte	Pedro Américo de Figueiredo e Mello	xQEMjjFlwma5eQ	https://artsandculture.google.com/asset/independ%C3%AAncia-ou-morte-pedro-am%C3%A9rico-de-figueiredo-e-mello/xQEMjjFlwma5eQ
155	Death and Life	Gustav Klimt	rAGqexSs58_H0A	https://artsandculture.google.com/asset/death-and-life-gustav-klimt/rAGqexSs58_H0A
154	View of Delft	Vermeer, Johannes	CgGsQh01dnFdDQ	https://artsandculture.google.com/asset/view-of-delft-vermeer-johannes/CgGsQh01dnFdDQ
153	The Dutch Proverbs	Pieter Bruegel the Elder	CwGkTFwDGMmq9w	https://artsandculture.google.com/asset/the-dutch-proverbs-pieter-bruegel-the-elder/CwGkTFwDGMmq9w
152	All night long	Michael Andrews	mgHIhAwchnvQ7A	https://artsandculture.google.com/asset/all-night-long-michael-andrews/mgHIhAwchnvQ7A
151	Cocktails	Archibald Motley	lAFrylJCg9u8dg	https://artsandculture.google.com/asset/cocktails-archibald-motley/lAFrylJCg9u8dg
150	Luncheon of the Boating Party	Pierre-Auguste Renoir	mgHsTKDNJVzPAg	https://artsandculture.google.com/asset/luncheon-of-the-boating-party-pierre-auguste-renoir/mgHsTKDNJVzPAg
149	Romans during the Decadence		3wFuj2upOc4OxA	https://artsandculture.google.com/asset/romans-during-the-decadence/3wFuj2upOc4OxA
148	Basket of fruit	Caravaggio (Michelangelo Merisi)	MwEu3e99qoXUHA	https://artsandculture.google.com/asset/basket-of-fruit-caravaggio-michelangelo-merisi/MwEu3e99qoXUHA
147	Advertising poster for Bauhaus wallpaper	Hubert Hoffmann	qgEmn4Kjxjb_GQ	https://artsandculture.google.com/asset/advertising-poster-for-bauhaus-wallpaper-hubert-hoffmann/qgEmn4Kjxjb_GQ
146	Advertisement for Bauhaus wallpaper	Hubert Hoffmann	ugH4lifefvz5bQ	https://artsandculture.google.com/asset/advertisement-for-bauhaus-wallpaper-hubert-hoffmann/ugH4lifefvz5bQ
145	Othello: costume design	Alexandra Exter	ogFT9i3wcNGXoQ	https://artsandculture.google.com/asset/othello-costume-design-alexandra-exter/ogFT9i3wcNGXoQ
